"ID
",texto,likesCount,Reproduciones,locationname,Comments,número de DM #menysviolencia,Robo de identidad,Interacciones reiteradas sin consentimiento,Difusión malintencionada,Ataques coordinados,Vigilancia y control,Captación,Hacer de menos,Promoción del machismo,Desamparo,número DM #mesigualtat,Conoce instagram,Evita normalizar la violencia,Cuentalo (y Denuncia),Cuida y apoya a tus amigas,Comparte contenido feminista
161,Cutest selfie you will ever see! ,4199,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
162,This is so beatifull my sis! ,10056,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163,A film base on the life of acid attack survivor ,0,235609,India,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
164,Acid attack survivor talks about her experience ,0,44541,India,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
165,Attack with acid in the car in London,697,0,London,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
166,Another victim acid #stop ,827,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
167,a was working at a bank when a got attack...,78260,0,Bombay,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
168,Protest agains violence ,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
169,Bollyhood actress with acid attack survivor,12010,0,India,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
170,Da focuo del odio,138,0,Italia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
171,Stop violencia machista!,23,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
172,Fuego de odio una serie que retrata ataques de acido en Iran ,36,0,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
173,Una mujer como yo. Qué deberíamos enseñarles a las niñas de hoy?,0,11025,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
174,Que obvio su vagina. Unos potentes versos sobre la violencia machista,0,45097,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
175,"El usaba su capacidad de convenser, de ser muy seductor para hacerle daño a la gente",816,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
176,Para mantener a sus familias en Venezuela. Estas migrantes estan ejerciendo al portitución para sobrevivir ,272,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
177,"Hola me presento, soy un loco, quiero comer tu toto, en el momento, es lo que mola. Das mucho asco! Que sepas que tus mensajes de mierda estan circulando ya. ",0,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
178,Ataque con acido crimen que arde y detruye mas que la piel ,632,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179,Reprobamos a Ortega Smith por su falta de respeto a las victimas de violencia machista ,0,10903,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
180,Habiía una vez una princesa que se salvó sola. Fin,1506,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
181,4 signos escondidos de una relación abusiva,3496,0,"Sao Paulo, Brasil",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
182,"Violencia de genero, fuera estereotipos. Familia ",486,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
183,Si os molesta que se me noten los pesones os jodeis porque el sujetador me molesta mas,716,0,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
184,Diputadas turcas cantan el violador eres tu desde sus escaños en el parlamento,0,50674,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
185,"Vox Dios, Hombre, Mono, Perro, Piedra, Mujer. Dedicado a aquellos  que hacen políticas contra las mujeres ",13303,0,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
186,El machismo es una enfermedad de transmisión social y su cura es la educación,4681,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
187,"Los hombres no lloran, los hombres no deben expresar sus sentimientos... Error todo esto no son mas que prejuicios  que debemos combatir",14003,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
188,"Hasta el coño, Justicia patrialcal",2581,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
189,Hasta el coño la brecha salariar,1637,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
190,"Hasta el coño Molesta, digustada, incomoda, indignada, agobiada, irritada. Tios mirando, ""tia buena"", el jefe ""sonriendo estas mas guapa""...",3063,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
191,"A veces me gustaria no tener que decir soy feminista, sino simplemente soy.Soy un ser racional que cree en la igualdad real",3460,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
192,No eres una zorra por llevar una falda muy corta,6372,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
193,Hasta el coño de juguetes para niños y juguetes para niñas,3509,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
194,Hasta el coño de los que se pelean se desean,3103,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
195,"Si mañana soy yo, si mañana no vuelvo destruyelo todo. No se va a caer lo vamos a tirar.",3200,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
196,"Ni una menos. Nos queremos vivas, libres  y sin miedo.",13773,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
197,En femenino. querida mama. Lo que vivimos al volver a casa solas,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
198,Raja de ahi hermana: de la codependiencia a las formas libres de y amorosas de vincularnos,2068,0,Amor propio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
199,Las ausencia de empatia. Caracteristicas de los psicopatas,114,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
200,Que violento ese abogado que puso un chip de rastreo a su novia por si le pasa algo. ABogado MACHO,1425,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
201,Violación de alma. Tomado del libro Amor zero,120,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
202,El auge de vox reducira el numero de diputadas alerta feminista. Vox sube el feminismo pierde,0,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
203,"controlar no es amar, poseer no es amar, humillar no es amar...",546,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
204,Un rap contra la discriminacion de una mujer por su fisico,0,575,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
205,"¿yo que tengo que ver? comentarios fuera de lugar, roces al pasar, exceso de confianza, no es verdad que no lo vemos #acosolaboral Construyamos escpacios libres de acoso",2709,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
206,Les hablare de un tipo de violencia en particular  (o al menos yo lo siento asi) que me golpea y me hace sentir miserables durante los minutos que dura el reggaeton. ¿Es el reggaeton un tipo de violencia machista? ,739,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
207,"EScalera de la violencia de genero durante la adolescencia, Te identificas con algun peldaño?",135,0,"Madrid, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
208,Ley 26.466 Violencia psicologica. Ideas o creencias ,1090,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
209,Pongamos fin a las violencias contra las mujeres,1006,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
210,En Chile el arte mas elevado es hacerse el tonto. Los carteles hablan. Basta de hostigamiento laboral y  sexual contra la mujer,1991,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,"Se nos exige que en el trabajo nos comportemos como si no tuviera familia, ni vida propia...Y en casa que laburemos como no lo haríamos en ningu otro trabajo. Y encima gratis!",698,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
212,"SI te quiere no te pega, insulta, controla, encierra, ignora",488,0,Gualeguayú,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
213,"Ultima hora asesinada un mujer en tenerife, en el dia contra la violencia machista. es la victima número 52 en España en lo que va del 2019",891,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
214,"Saben por que muchas de nosotras les creemos por default a las morras que exponen y denuncian violencia? Por que nos ha pasado, porque nos consta que sucede pero, sobretodo porque deseamos con toda el alma que cuando nos atrevamos a hablar alguien nos crea a nosotras",793,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
215,Es violencia amiga.Date cuenta,0,7857,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
216,GUSTAVO NORAMBUENA Este hueoun multiples veces me ha golpeado inclusive estando embarazada,11,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
217,"El macho club esta callendo, eso que llaman ""codigos"" es un pacto entre violentos",1831,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
218,Y la culpa no era mia ni donde estaba ni como vestia El violador eres tu,5546,0,El Salvador,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
219,No es amor si en sus ojos no encuentras libertad ,1140,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
220,Quien nos cuida de la policia?,2154,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
221,La revolución sera feminista o no será ,1262,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
222,Hombre: no quiero ser papa. Gente: ok pasale un poco de plata y sigue tu vida tranquilo. Mujer: No quiero ser mama. Gente: HDP abriste las piernas ahora hacete cargo. Y si no morite por puta,1232,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
223,Asociación de mujeres en el sector público ,0,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
224,Bajar las musica para aparcar es de guapas,103885,0,España,2619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
225,Liberate de la idea de ser perfecta,8,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
226,99 femicidios y asesinatos España 2019 ,254,0,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
227,98 feminocidios y asesinatos España 2019 ,461,0,España,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
228,Donald Trump califco de reidicula la decisión de la revista Time de elegir como la persona del año a la activista Greta  Thumberg,3141,0,"Barcelona, España",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,Pues aqui estan las 5 nuevas incorporaciones todas mujeres!,225,0,España ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
230,Si bien solo hay 5 mujeres CEOs de compañias Fortune 500 estas son la 5 mujeres mas ,0,61238,Epaña,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
231,1 de cada 5 mujeres desplazadas o refugiadas ha sufrido violencia sexual,207,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
232,"Y aborté. el aborto existió, existe y va a existir siempre",202,0,desconocido,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
233,Lere Pajin responden a las preguntas de Devermut,0,1317,"Catalunya, España",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
234,Si te ama no te dice como vestirte. No te menosprecia No te controla,3350,0,desconocido,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
235,Dia internacional de la no violencia,11,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
236,Alerta Roja #4: Justificas su mal comportamiento,93,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
237,No es tu responsabilidad componer o reparar a las personas que amas,132,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
238,Alerta roja 2#: Menospreciarte y llamarte con apodos,30,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
239,La violencia destruye ponlo en alto. #niunamas,1916,0,desconocido,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
240,Di no a la violencia Basta ya! ,320,0,desconocido,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
241,Nuevo juejo para empoderar niñas para defender sus derechos,0,125,Latinoamerica,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
242,Acabemos con la violancia en linea #endviolecia,0,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
243,El machismo se siembra en la cuna ,304,0,Republica Dominicana,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
244,La violencia destruye ponle en alto. #niunamas,720,0,desconocido,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
245,La violencia destruye ponle en alto. #niunamas,797,0,desconocido,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
246,La violencia destruye ponle en alto. #niunamas,299,0,desconocido,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
247,Your body your powerfull,12,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
248,La de al lado es mi compañera no mi competencia. El cambio comienza apoyandonos entre nosotras,1066,0,España ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
249,Eduquemos a no violar no a como protegerse de una violación ,11062,0,España,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
250,Machismo en Disney,0,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
251,No es amor. Gritos. Golpes. Dependencia,2611,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
252,Violencia de genero visible invisilble ,1057,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
253,25N no te calles,2360,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
254,Mujer que recibio 3 disparos por defender a su hermana de su malatador ,2562,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
255,Carlota no fue violada por el alcohol fue violada por un hombre,3065,0,España,37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
256,El ciclo de la violencia,2372,0,España,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
257,Estamos hastalas bubis de tantos huevos,25,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
258,Aparte de aja mmm y ok que otras amanezas de muerte usan las mujeres?,108,0,Venezuela ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,Un violador en tu camino Turquia Una veintena de diputados ,0,9634,España,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
260,Los 7 pecados k pop un femomeno marcado por el machismo suicidio y la tragedia,125,0,desconocido,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
261,Contra la violencia digital,8,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
262,Estos dos tipos se burlan de las victimas de femicidio,1119,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
263,Listado las 50 abogadas mas inspiradoras de España ,178,0,España,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
264,Una madre e hija piloteando un avion,196,0,Mexico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,Y que somos? Alerta el periodo de prueba ha finalizado,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,"Hijo no se acosa, atemoriza, agrede, viola o mata a ninguna mujer o persona en general. Eduquemos en el respeto, amor e igualdad",1294,0,España,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
267,Perdon por obsesionarme por estar delgada es que no se me olvida que me tratas mejor cuando pierdo peso,2943,0,España,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
268,Sexting alert,13,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
269,"Prevenció deteccio i intervencio ben connectats Grooming, sexting, ciberbulling",16,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
270,"Bulling, Sexting, Grooming",34,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
271,You dont nedd to spose your body to be acceted. Loved Beutiful,23,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
272,No te expongas  testimonio: mi ex pareja....,319,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
273,Your kids and technology: Our kids are engaged  in a battle thy never prepared for ,7,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
274,Sexting top tips por parents ,4,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
275,La victima de la manada fue violada 10 veces en 1 minuto ,1322,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
276,En el dibujo super feminista que te hemos encargado quitame porfa a la musulmana del centro ,40080,0,España,340,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
277,que se sepa ,0,20100,"Barcelona, España",371,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
278,Como seria su juzgasemosel resto de las noticias como jlos hacemos con las violaciones? Un hombre muere apuñalado en su portal,3228,0,España,75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
279,Caso 1 Ciberacoso,43,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
280,Puta No mas bulling,0,452,"Gijon, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
281,Ojo con el grooming,19,0,España,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
282,"Los casos de bulling, ciberacoso y ciberbulling",11,0,España,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
283,Colgar una foto asi me daba pánico,43,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
284,Acoso en linea 1 de cada 3 de ciberacoso se ha autolecionado,21,0,"Santiago de Chile, Chile",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
285,Aumenta en 2% el ciberacoso a alumnos,0,5600,España,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
286,Si tus bromas lastimas al otro no es gracioso,127,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
287,Grooming Que es?,53,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
288,Mas de un terccio de las jovenes en 30 paises son victimas de acoso cibernetico ,22,0,Latinoamerica,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
289,Agresión. aquel o ataque violento que tiene la firme intención de causar daño ,119,0,"Bogota, Colombia",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
290,Como identificar si tus peques sufren bulling o ciberbullying ,177,0,España,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
291,Ante el ciberacoso y vacio legal 10 consejos ,118,0,España,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
292,"Dia contra el acoso escolar, ciberacoso, hostigamiento, acoso homofobico 1 d ecada 3 niños en el mundo subre acoso escolar",143,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293,Formas de ser atacadxs en Internet,145,0,desconocido,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
294,¿Qué hago si soy víctima de ciberacoso?,429,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
295,Cibreracoso,164,0,desconocido,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,Cualquier chica en Redes Sociales- Tienes una acosador,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
297,"Hasta que no me matan, no me lo van a creer #HermanaYoSiTeCreo",1309,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
298,¿Vés la differencia en las reacciones? Hombre y Mujer desnudo,2781,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
299,Hoy llegue decidimos aliviadas con miedo de no poder volver a casa,4571,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
300,"Si estoy dormiendo o inconsciente, ¡¡Ni me toques!!",785,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
301,"Ella es Eva, asesinada de un disparo por su ex-pareja. Era madre de un bebito que probablemente no puede recordar a su madre. ",4535,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
302,"Buha, tia. Vaya jefe el Manu. El silenci et defineix.",16079,0,"Barcelona, Spain",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
303,No estas solo. Yo te creo,261,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
304,Mujer muerto.,40,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
305,"Cuando tu conductor de Uber va hablando por teléfono y lo escuchas decir, esto no, está muy fea",338,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,"Mi madre: mientres estas en la calle, yo no puedo dormir de la preocupacion. Mi mama cuando llega. ",517,0,desconocido,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,"Oye, ¿Y cuanto llevas sin coger?",204,0,desconocido,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,La mujer debe de ser bella y feminina,194,0,desconocido,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,Me duelen los pechos. Ya creo que me van a bajar// El dolor de pechos,241,0,desconocido,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,¿me la mamarías? Sonrié = Sí,117,0,desconocido,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
311,Cuando le estás cocinando y le preguntas si esta al punto del sal ,141,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,Cuando finalmente tu novia entra en confianza contigo y duerme sin maquillaje,8,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,Yo siempre tan bella y hermosa y tu tan feo y envidiosa,4324,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
314,Cuando tu vieja es cabrona,60394,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315,Cuando tu amiga la bajita se trapeza con una hormiga y se parte la pierna,6638,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
316,¿Cómo identificar si estas en una relación machista? ,922,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
317,"No todos los hombres somos así. Felicidades, pero nos siguen matando.",760,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
318,Erika Janusa sufre misoginia,8232,0,desconocido,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,"No puedo ser la mujer de tu vida, porque soy la mujer de mi vida.",1999,0,El Salvador,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
320,"Saber que te pueden drogar, violar, matar a golpes no es victimizarte",1203,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
321,"Un jóven se encontró con su ex-novia, la vio que hablaba con sus amigos. Dando una bufetado y un corte de labio.",0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
322,Perrea. Perrear is the new black,9,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323,"Ese era un coñazo, pero como él la polla, le puso un par de cojones. El lenguaje que utilizamos si importa",2,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
324,Now I can get fat,37,0,Brazil,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325,How girls with big tits take pictures,28,0,Brazil,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,Igualdade I Feminismo,73,0,Brazil,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
327,"Amor, ¿me veo gorda? ¡Desde temprano quieres pelear!",7331,0,desconocido,171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,When she´s your girlfriend. When she´s your wife,396,0,desconocido,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329,"It´s a men´s job to respect a women, but it´s a women´s job to give him something to respect",860,0,desconocido,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,Piropo. Acoso,7,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,El feminismo busca la igualdad entre mujeres y hombres. Shht. No puedes decir que buscas igualtad y al mismo tiempo pedir ayudas especiales para mujeres solo para ser MUJERES,12,0,desconocido,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,A ningun le importa el dinero pero todos quieren un marido millionario,37,0,desconocido,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,"Afeítaté los bijotis, asquerosa",1512,0,desconocido,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
334,Amen. Amen. A-women.,1079,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
335,"1 year of not shaving her legs to fight against women´s oppression. Oh, thank you so much, I don´t know what we would do without you and your hairy legs.",829,0,desconocido,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,Optimista. El vaso está medio lleno. Pessimista. El vaso está medio vació. Feminista. El vaso está violándome.,243,0,desconocido,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
337,"Si hoy amanece despejado, de repente se nubla, luego sale el sol, empieza a granizar, pero hace calor ¡no se alarmen! Recuerden que hoy es día de la mujer",26,0,desconocido,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338,Fue a la Luna  tome 5 fotos (hombre) Fue al baño tome 105 fotos (mujer),742,0,desconocido,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
339,"Me veo viaja, gorda y fea. ¿Qué tengo? (mujer) Razon (hombre)",128,0,desconocido,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340,Comunicación non-verbal entre chicas. Hola-hola. (Muchas comparaciones). Comunicación non-verbal entre chicos. Hola-hola (Hola).,898,0,desconocido,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,Toda mujer suena con ser así (delgada). Y a los hombres nos gustan así (gordas),72,0,"Miama, USA",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342,Detenido un hombre por matar a su madre en Jinámar. El cadáver de la mujer fue encontrada horas más tarde por otros de sus hijos que avisó a sus vecinos y al 112. El cadáver presentaba signos de estrangulamiento y golpes,314,0,España,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
343,"En Panama se ha realizado 2238 denuncia por violencia. Y la culpa no era mi, ni dónde estaba, ni como vestía. El violador eres tú",77,0,Panama,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
344,"Tan feminista, tan feminista. ¿No será que seas lesbiana? No tengo tiempo para gilipolleces",2313,0,desconocido,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
345,No solo duelen los golpes.,2211,0,desconocido,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
